Tree ID;Species Name;DBH (cm);Replacement Value (€);Carbon Storage (kg);Carbon Storage (€);Gross Carbon Sequestration (kg/yr);Gross Carbon Sequestration (€/yr);Avoided Runoff (m^3/yr);Avoided Runoff (€/yr);Carbon Avoided (kg/yr);Carbon Avoided (€/yr);Pollution Removal (g/yr);Pollution Removal (€/yr);Energy Savings (€/yr);Total Annual Benefits (€/yr)
3226135;Tilia platyphyllos;10,2;460,61;15,7;2,53;2,1;0,34;0,1;0,22;N/A;N/A;26,0;0,11;N/A;0,66
3226136;Tilia platyphyllos;12,5;539,89;25,4;4,08;2,7;0,44;0,2;0,31;N/A;N/A;36,2;0,15;N/A;0,90
3226137;Carpinus betulus;10,2;460,42;27,6;4,43;3,1;0,50;0,1;0,26;N/A;N/A;31,1;0,13;N/A;0,90
3226138;Carpinus betulus;11,5;496,80;35,3;5,67;3,6;0,58;0,2;0,32;N/A;N/A;37,6;0,16;N/A;1,06
3226139;Carpinus betulus;10,2;460,42;27,6;4,43;3,1;0,50;0,1;0,26;N/A;N/A;31,1;0,13;N/A;0,90
3226140;Carpinus betulus;17,2;707,77;82,8;13,31;5,9;0,95;0,3;0,62;N/A;N/A;73,6;0,31;N/A;1,88
3226141;Carpinus betulus;10,2;460,42;27,6;4,43;3,1;0,50;0,1;0,26;N/A;N/A;31,1;0,13;N/A;0,90
3226142;Quercus robur;62,8;6 713,52;1 225,8;196,95;28,3;4,55;2,2;4,19;N/A;N/A;495,9;2,09;N/A;10,83
3226143;Quercus robur;45,0;3 588,84;630,5;101,30;20,3;3,27;1,4;2,74;N/A;N/A;324,8;1,37;N/A;7,38
3226144;Carpinus betulus;46,2;3 078,89;773,5;124,28;1,8;0,29;1,6;3,00;N/A;N/A;355,8;1,50;N/A;4,79
3226145;Carpinus betulus;46,5;3 114,76;785,3;126,17;1,4;0,23;1,6;3,02;N/A;N/A;358,2;1,51;N/A;4,76
3226146;Larix decidua;15,0;607,00;33,6;5,40;2,8;0,46;0,2;0,34;N/A;N/A;40,4;0,17;N/A;0,97
3226147;Larix decidua;14,1;569,11;29,1;4,67;2,6;0,42;0,2;0,29;N/A;N/A;34,5;0,15;N/A;0,86
3226152;Populus nigra v. italica;5,8;56,99;9,0;1,44;2,3;0,37;0,0;0,04;N/A;N/A;4,7;0,02;N/A;0,43
3226158;Acer platanoides;54,5;4 300,73;1 093,0;175,62;33,0;5,30;1,7;3,16;N/A;N/A;374,3;1,58;N/A;10,03
3226160;Acer platanoides;15,3;634,71;61,2;9,83;6,5;1,04;0,2;0,30;N/A;N/A;35,1;0,15;N/A;1,49
