Tree ID;Species Name;DBH (cm);Replacement Value (€);Carbon Storage (kg);Carbon Storage (€);Gross Carbon Sequestration (kg/yr);Gross Carbon Sequestration (€/yr);Avoided Runoff (m^3/yr);Avoided Runoff (€/yr);Carbon Avoided (kg/yr);Carbon Avoided (€/yr);Pollution Removal (g/yr);Pollution Removal (€/yr);Energy Savings (€/yr);Total Annual Benefits (€/yr)
3042701;Tilia platyphyllos;45,0;3 377,56;520,7;83,66;15,3;2,45;1,6;3,00;N/A;N/A;355,7;1,50;N/A;6,95
3042702;Tilia platyphyllos;53,6;4 665,18;786,5;126,37;19,3;3,10;1,9;3,58;N/A;N/A;423,7;1,79;N/A;8,47
3042711;Acer negundo;46,5;1 859,98;629,8;101,18;22,1;3,55;1,5;2,86;N/A;N/A;339,4;1,43;N/A;7,84
3042712;Platanus x hybrida;40,2;2 548,67;315,2;50,64;10,9;1,74;1,4;2,70;N/A;N/A;320,4;1,35;N/A;5,80
3042713;Platanus x hybrida;12,8;543,09;19,2;3,08;2,1;0,33;0,1;0,27;N/A;N/A;31,4;0,13;N/A;0,73
3042714;Platanus x hybrida;13,1;553,82;20,3;3,26;2,1;0,34;0,1;0,28;N/A;N/A;32,9;0,14;N/A;0,76
3042715;Platanus x hybrida;37,0;2 207,49;256,8;41,26;9,6;1,54;1,3;2,39;N/A;N/A;283,3;1,20;N/A;5,13
3042716;Platanus x hybrida;9,9;292,23;10,3;1,66;1,4;0,23;0,1;0,16;N/A;N/A;19,3;0,08;N/A;0,48
3042717;Platanus x hybrida;35,1;2 018,30;225,4;36,22;8,9;1,43;1,2;2,19;N/A;N/A;259,4;1,09;N/A;4,71
3042718;Platanus x hybrida;38,3;2 342,69;279,7;44,93;10,1;1,62;1,3;2,52;N/A;N/A;298,9;1,26;N/A;5,41
3042719;Platanus x hybrida;40,8;2 615,79;327,0;52,53;11,1;1,78;1,4;2,76;N/A;N/A;326,8;1,38;N/A;5,92
3042720;Platanus x hybrida;23,3;1 066,58;82,2;13,21;4,9;0,78;0,5;0,95;N/A;N/A;112,7;0,48;N/A;2,21
3042721;Platanus x hybrida;42,1;2 764,63;353,3;56,77;11,6;1,87;1,5;2,87;N/A;N/A;339,7;1,43;N/A;6,17
3042722;Platanus x hybrida;42,7;2 834,90;365,9;58,79;11,9;1,90;1,5;2,91;N/A;N/A;345,3;1,46;N/A;6,28
3042723;Acer platanoides;7,1;145,82;10,9;1,74;2,5;0,41;0,0;0,08;N/A;N/A;9,8;0,04;N/A;0,53
3042724;Acer platanoides;16,3;677,05;70,6;11,34;7,0;1,13;0,2;0,33;N/A;N/A;39,5;0,17;N/A;1,63
3042725;Acer platanoides;6,4;118,48;8,6;1,38;2,2;0,36;0,0;0,07;N/A;N/A;8,5;0,04;N/A;0,47
3042726;Acer pseudoplatanus;9,3;242,48;20,1;3,22;2,7;0,43;0,1;0,25;N/A;N/A;29,6;0,12;N/A;0,80
3042727;Acer platanoides;11,5;498,26;32,2;5,17;4,6;0,73;0,1;0,18;N/A;N/A;21,2;0,09;N/A;1,00
3042728;Acer platanoides;14,4;598,90;53,4;8,58;6,0;0,97;0,1;0,27;N/A;N/A;31,5;0,13;N/A;1,37
3042729;Acer platanoides;12,5;530,42;38,8;6,24;5,0;0,81;0,1;0,21;N/A;N/A;24,5;0,10;N/A;1,12
3042730;Acer platanoides;21,4;934,66;130,5;20,97;9,9;1,59;0,3;0,56;N/A;N/A;66,0;0,28;N/A;2,43
3042731;Acer platanoides;16,6;690,27;73,6;11,82;7,2;1,16;0,2;0,34;N/A;N/A;40,8;0,17;N/A;1,67
3042732;Betula pendula;9,0;212,67;13,7;2,20;2,9;0,46;0,2;0,39;N/A;N/A;45,9;0,19;N/A;1,04
3042733;Betula pendula;15,7;633,61;54,2;8,71;6,4;1,02;0,5;0,86;N/A;N/A;101,7;0,43;N/A;2,31
3042735;Betula pendula;21,7;906,51;120,4;19,34;10,1;1,63;0,7;1,33;N/A;N/A;157,0;0,66;N/A;3,61
3042736;Betula pendula;14,7;596,63;46,1;7,40;5,8;0,93;0,4;0,78;N/A;N/A;92,8;0,39;N/A;2,10
3042737;Betula pendula;21,4;890,79;116,3;18,68;9,9;1,59;0,7;1,30;N/A;N/A;154,2;0,65;N/A;3,55
3042744;Betula pendula;12,8;533,09;32,7;5,26;4,7;0,76;0,3;0,64;N/A;N/A;76,3;0,32;N/A;1,73
3042746;Betula pendula;11,5;494,67;25,1;4,04;4,1;0,66;0,3;0,55;N/A;N/A;65,5;0,28;N/A;1,48
3042747;Betula pendula;16,9;681,18;65,0;10,44;7,1;1,13;0,5;0,95;N/A;N/A;112,6;0,47;N/A;2,56
3042749;Betula pendula;21,7;906,51;120,4;19,34;10,1;1,63;0,7;1,33;N/A;N/A;157,0;0,66;N/A;3,61
3042750;Acer platanoides;24,3;1 112,23;174,0;27,96;11,7;1,87;0,4;0,71;N/A;N/A;84,4;0,36;N/A;2,94
3042751;Acer platanoides;27,4;1 326,97;228,5;36,71;13,6;2,18;0,5;0,90;N/A;N/A;106,6;0,45;N/A;3,53
3042752;Acer platanoides;14,4;598,90;53,4;8,58;6,0;0,97;0,1;0,27;N/A;N/A;31,5;0,13;N/A;1,37
3042753;Acer platanoides;10,2;460,46;24,6;3,95;3,9;0,63;0,1;0,15;N/A;N/A;17,4;0,07;N/A;0,85
3042754;Acer platanoides;8,3;199,27;15,4;2,48;3,1;0,49;0,1;0,11;N/A;N/A;12,5;0,05;N/A;0,65
3042755;Acer platanoides;19,2;814,99;102,1;16,41;8,6;1,39;0,2;0,45;N/A;N/A;53,7;0,23;N/A;2,07
3042756;Acer platanoides;9,0;234,30;18,5;2,98;3,4;0,54;0,1;0,12;N/A;N/A;14,2;0,06;N/A;0,72
3042757;Acer platanoides;7,1;145,82;10,9;1,74;2,5;0,41;0,0;0,08;N/A;N/A;9,8;0,04;N/A;0,53
3042758;Acer pseudoplatanus;9,3;242,48;20,1;3,22;2,7;0,43;0,1;0,25;N/A;N/A;29,6;0,12;N/A;0,80
3042759;Platanus x hybrida;32,2;1 748,76;182,2;29,27;7,8;1,26;1,0;1,87;N/A;N/A;221,6;0,93;N/A;4,06
3042760;Platanus x hybrida;36,0;2 106,68;240,0;38,56;9,2;1,48;1,2;2,29;N/A;N/A;270,9;1,14;N/A;4,91
3042761;Platanus x hybrida;32,5;1 775,56;186,4;29,95;7,9;1,28;1,0;1,90;N/A;N/A;225,6;0,95;N/A;4,13
3042762;Platanus x hybrida;47,5;3 432,85;476,2;76,50;13,9;2,23;1,7;3,20;N/A;N/A;379,7;1,60;N/A;7,03
3042763;Platanus x hybrida;31,3;1 669,83;169,9;27,30;7,5;1,21;0,9;1,77;N/A;N/A;209,8;0,89;N/A;3,86
3042764;Platanus x hybrida;41,8;2 729,87;347,1;55,77;11,5;1,85;1,5;2,84;N/A;N/A;336,8;1,42;N/A;6,11
3042765;Platanus x hybrida;25,8;1 236,11;105,6;16,96;5,7;0,91;0,6;1,19;N/A;N/A;140,7;0,59;N/A;2,69
3042766;Platanus x hybrida;39,9;2 515,49;309,4;49,71;10,7;1,72;1,4;2,68;N/A;N/A;317,1;1,34;N/A;5,74
3042767;Platanus x hybrida;45,3;3 150,89;423,5;68,04;12,9;2,08;1,6;3,09;N/A;N/A;366,3;1,55;N/A;6,71
3042768;Platanus x hybrida;8,3;205,40;6,8;1,09;1,1;0,18;0,1;0,12;N/A;N/A;14,3;0,06;N/A;0,36
3042769;Platanus x hybrida;47,2;3 393,61;468,8;75,32;13,7;2,21;1,7;3,19;N/A;N/A;378,1;1,60;N/A;6,99
3042770;Platanus x hybrida;33,2;1 839,08;196,5;31,57;8,2;1,32;1,0;1,98;N/A;N/A;234,7;0,99;N/A;4,29
3042771;Platanus x hybrida;29,3;1 502,44;144,4;23,20;6,8;1,10;0,8;1,55;N/A;N/A;183,9;0,78;N/A;3,42
3042772;Platanus x hybrida;24,9;1 173,09;96,8;15,55;5,4;0,86;0,6;1,10;N/A;N/A;130,3;0,55;N/A;2,51
3042773;Platanus x hybrida;36,0;2 106,68;240,0;38,56;9,2;1,48;1,2;2,29;N/A;N/A;270,9;1,14;N/A;4,91
3042774;Fraxinus;34,1;1 857,21;571,0;91,74;20,6;3,31;1,2;2,20;N/A;N/A;260,8;1,10;N/A;6,61
3042775;Fraxinus excelsior;5,8;95,81;5,8;0,92;1,6;0,26;0,1;0,10;N/A;N/A;11,9;0,05;N/A;0,41
3042776;Fraxinus;29,0;1 432,67;394,3;63,36;16,7;2,68;0,9;1,66;N/A;N/A;197,1;0,83;N/A;5,18
3042777;Fraxinus;26,2;1 228,77;312,7;50,24;14,6;2,35;0,7;1,37;N/A;N/A;161,8;0,68;N/A;4,40
3042778;Fraxinus;28,7;1 409,83;385,1;61,87;16,5;2,65;0,9;1,63;N/A;N/A;193,3;0,82;N/A;5,09
3042779;Fraxinus;26,5;1 249,62;321,0;51,57;14,9;2,39;0,7;1,40;N/A;N/A;165,6;0,70;N/A;4,48
3042780;Platanus x hybrida;48,8;3 605,74;509,0;81,79;14,4;2,32;1,7;3,25;N/A;N/A;385,5;1,63;N/A;7,19
3042781;Platanus x hybrida;42,7;2 834,90;365,9;58,79;11,9;1,90;1,5;2,91;N/A;N/A;345,3;1,46;N/A;6,28
3042782;Platanus x hybrida;38,9;2 406,66;290,6;46,69;10,3;1,66;1,4;2,58;N/A;N/A;305,9;1,29;N/A;5,53
3042783;Platanus x hybrida;40,2;2 548,67;315,2;50,64;10,9;1,74;1,4;2,70;N/A;N/A;320,4;1,35;N/A;5,80
3042784;Quercus rubra;33,8;2 065,97;338,1;54,33;13,6;2,19;1,3;2,38;N/A;N/A;282,6;1,19;N/A;5,77
3042785;Acer campestre;5,8;109,28;7,0;1,13;1,1;0,17;0,1;0,11;N/A;N/A;13,3;0,06;N/A;0,34
3042786;Acer campestre;5,8;109,28;7,0;1,13;1,1;0,17;0,1;0,11;N/A;N/A;13,3;0,06;N/A;0,34
3042787;Acer negundo;39,2;1 434,42;425,8;68,41;17,7;2,84;1,3;2,52;N/A;N/A;299,1;1,26;N/A;6,63
3042788;Acer negundo;30,3;1 013,67;236,1;37,94;12,7;2,03;0,9;1,76;N/A;N/A;208,4;0,88;N/A;4,67
3042789;Acer saccharinum;29,3;1 082,10;253,3;40,70;11,8;1,90;0,6;1,20;N/A;N/A;142,3;0,60;N/A;3,70
3042790;Acer negundo;39,2;1 434,42;425,8;68,41;17,7;2,84;1,3;2,52;N/A;N/A;299,1;1,26;N/A;6,63
3042791;Acer campestre;6,7;145,83;9,8;1,57;1,3;0,20;0,1;0,14;N/A;N/A;16,7;0,07;N/A;0,41
3042792;Acer campestre;5,8;109,28;7,0;1,13;1,1;0,17;0,1;0,11;N/A;N/A;13,3;0,06;N/A;0,34
3042793;Acer campestre;5,8;109,28;7,0;1,13;1,1;0,17;0,1;0,11;N/A;N/A;13,3;0,06;N/A;0,34
3042794;Acer campestre;7,4;177,90;12,3;1,97;1,4;0,23;0,1;0,17;N/A;N/A;19,8;0,08;N/A;0,48
3042795;Acer campestre;5,8;109,28;7,0;1,13;1,1;0,17;0,1;0,11;N/A;N/A;13,3;0,06;N/A;0,34
3042796;Acer campestre;7,4;177,90;12,3;1,97;1,4;0,23;0,1;0,17;N/A;N/A;19,8;0,08;N/A;0,48
3042797;Acer campestre;5,8;109,28;7,0;1,13;1,1;0,17;0,1;0,11;N/A;N/A;13,3;0,06;N/A;0,34
3042798;Acer campestre;5,8;109,28;7,0;1,13;1,1;0,17;0,1;0,11;N/A;N/A;13,3;0,06;N/A;0,34
3042799;Acer negundo;41,5;1 560,68;485,2;77,96;19,0;3,06;1,4;2,66;N/A;N/A;315,7;1,33;N/A;7,06
3042800;Acer campestre;5,8;109,28;7,0;1,13;1,1;0,17;0,1;0,11;N/A;N/A;13,3;0,06;N/A;0,34
3042801;Acer negundo;37,0;1 320,39;373,0;59,93;16,4;2,64;1,2;2,36;N/A;N/A;280,2;1,18;N/A;6,18
3042802;Acer negundo;33,8;1 166,28;303,2;48,72;14,6;2,34;1,1;2,09;N/A;N/A;248,0;1,05;N/A;5,48
3042804;Acer negundo;30,0;1 001,36;230,8;37,08;12,5;2,01;0,9;1,73;N/A;N/A;204,9;0,86;N/A;4,60
3042805;Acer negundo;25,5;831,47;159,2;25,58;10,1;1,63;0,7;1,28;N/A;N/A;151,7;0,64;N/A;3,55
3042806;Fraxinus excelsior;9,6;262,48;18,1;2,91;3,1;0,49;0,1;0,24;N/A;N/A;28,2;0,12;N/A;0,85
3042807;Acer campestre;5,8;109,28;7,0;1,13;1,1;0,17;0,1;0,11;N/A;N/A;13,3;0,06;N/A;0,34
3042808;Acer negundo;33,8;1 166,28;303,2;48,72;14,6;2,34;1,1;2,09;N/A;N/A;248,0;1,05;N/A;5,48
3042809;Acer negundo;37,0;1 320,39;373,0;59,93;16,4;2,64;1,2;2,36;N/A;N/A;280,2;1,18;N/A;6,18
3042810;Acer campestre;5,8;109,28;7,0;1,13;1,1;0,17;0,1;0,11;N/A;N/A;13,3;0,06;N/A;0,34
3042811;Acer negundo;36,0;1 270,73;350,3;56,28;15,8;2,54;1,2;2,28;N/A;N/A;270,6;1,14;N/A;5,97
3042812;Acer negundo;35,4;1 241,59;337,1;54,16;15,5;2,49;1,2;2,23;N/A;N/A;264,7;1,12;N/A;5,84
3042813;Acer negundo;31,3;1 055,57;254,3;40,86;13,2;2,12;1,0;1,86;N/A;N/A;220,0;0,93;N/A;4,91
3042814;Acer negundo;37,6;1 350,83;387,0;62,18;16,8;2,69;1,3;2,41;N/A;N/A;285,6;1,20;N/A;6,31
3042815;Aesculus hippocastanum;30,6;1 489,77;281,6;45,25;12,3;1,98;1,2;2,37;N/A;N/A;280,8;1,18;N/A;5,54
3042816;Aesculus hippocastanum;29,0;1 371,84;247,1;39,70;11,4;1,83;1,2;2,21;N/A;N/A;261,6;1,10;N/A;5,14
3042817;Aesculus hippocastanum;27,8;1 287,54;222,9;35,81;10,7;1,72;1,1;2,08;N/A;N/A;246,8;1,04;N/A;4,85
3042818;Aesculus hippocastanum;37,0;2 024,85;448,0;71,97;16,3;2,62;1,5;2,94;N/A;N/A;347,8;1,47;N/A;7,02
3042819;Aesculus hippocastanum;28,7;1 350,43;240,9;38,70;11,2;1,80;1,1;2,18;N/A;N/A;258,0;1,09;N/A;5,07
3042820;Aesculus hippocastanum;30,9;1 512,59;288,4;46,34;12,5;2,01;1,3;2,40;N/A;N/A;284,3;1,20;N/A;5,61
3042821;Aesculus hippocastanum;23,6;1 020,54;149,8;24,06;8,5;1,36;0,9;1,63;N/A;N/A;193,4;0,82;N/A;3,81
3042822;Aesculus hippocastanum;35,1;1 855,43;393,7;63,26;15,1;2,42;1,5;2,78;N/A;N/A;329,8;1,39;N/A;6,60
3042823;Aesculus hippocastanum;31,6;1 566,70;304,6;48,94;12,9;2,08;1,3;2,47;N/A;N/A;292,3;1,23;N/A;5,78
3042824;Aesculus hippocastanum;25,2;1 117,11;175,6;28,21;9,3;1,49;0,9;1,81;N/A;N/A;213,9;0,90;N/A;4,20
3042825;Aesculus hippocastanum;25,8;1 154,95;185,9;29,87;9,6;1,55;1,0;1,87;N/A;N/A;221,6;0,93;N/A;4,35
3042828;Carpinus betulus;6,1;103,60;10,2;1,63;1,8;0,29;0,1;0,12;N/A;N/A;14,6;0,06;N/A;0,47
3042829;Carpinus betulus;7,1;140,35;13,5;2,17;2,1;0,34;0,1;0,15;N/A;N/A;18,1;0,08;N/A;0,57
3042830;Picea omorika;19,2;830,85;206,5;33,18;12,8;2,05;0,3;0,53;N/A;N/A;63,1;0,27;N/A;2,85
3042832;Platanus x hybrida;31,3;1 669,83;169,9;27,30;7,5;1,21;0,9;1,77;N/A;N/A;209,8;0,89;N/A;3,86
3042833;Platanus x hybrida;38,6;2 374,55;285,1;45,81;10,2;1,64;1,3;2,55;N/A;N/A;302,4;1,28;N/A;5,47
3042834;Platanus x hybrida;32,2;1 748,76;182,2;29,27;7,8;1,26;1,0;1,87;N/A;N/A;221,6;0,93;N/A;4,06
3042835;Platanus x hybrida;38,3;2 342,69;279,7;44,93;10,1;1,62;1,3;2,52;N/A;N/A;298,9;1,26;N/A;5,41
3042836;Platanus x hybrida;35,4;2 047,51;230,2;36,99;9,0;1,45;1,2;2,22;N/A;N/A;263,3;1,11;N/A;4,78
3042838;Platanus x hybrida;38,9;2 406,66;290,6;46,69;10,3;1,66;1,4;2,58;N/A;N/A;305,9;1,29;N/A;5,53
3042839;Platanus x hybrida;50,4;3 824,95;551,3;88,57;15,1;2,43;1,7;3,29;N/A;N/A;390,3;1,65;N/A;7,37
3042840;Platanus x hybrida;44,3;3 027,14;400,7;64,39;12,5;2,01;1,6;3,03;N/A;N/A;358,9;1,51;N/A;6,55
3042841;Platanus x hybrida;42,7;2 834,90;365,9;58,79;11,9;1,90;1,5;2,91;N/A;N/A;345,3;1,46;N/A;6,28
3042842;Platanus x hybrida;45,3;3 150,89;423,5;68,04;12,9;2,08;1,6;3,09;N/A;N/A;366,3;1,55;N/A;6,71
3042843;Platanus x hybrida;20,1;874,78;57,3;9,20;3,9;0,63;0,4;0,69;N/A;N/A;81,4;0,34;N/A;1,66
3042845;Platanus x hybrida;48,1;3 512,06;491,2;78,92;14,1;2,27;1,7;3,23;N/A;N/A;382,5;1,61;N/A;7,11
3042846;Platanus x hybrida;41,1;2 649,73;332,9;53,49;11,2;1,80;1,5;2,78;N/A;N/A;329,8;1,39;N/A;5,98
3042847;Fraxinus excelsior;45,6;3 066,35;632,6;101,64;22,3;3,59;1,8;3,37;N/A;N/A;399,7;1,69;N/A;8,65
3042848;Platanus x hybrida;18,8;804,94;48,7;7,82;3,6;0,57;0,3;0,59;N/A;N/A;70,3;0,30;N/A;1,46
3042850;Platanus x hybrida;28,1;1 407,32;130,3;20,93;6,4;1,03;0,7;1,42;N/A;N/A;168,7;0,71;N/A;3,17
3042851;Platanus x hybrida;28,4;1 430,73;133,7;21,48;6,5;1,05;0,8;1,46;N/A;N/A;172,4;0,73;N/A;3,23
3042852;Platanus x hybrida;42,7;2 834,90;365,9;58,79;11,9;1,90;1,5;2,91;N/A;N/A;345,3;1,46;N/A;6,28
3042853;Platanus x hybrida;29,3;1 502,44;144,4;23,20;6,8;1,10;0,8;1,55;N/A;N/A;183,9;0,78;N/A;3,42
3042854;Platanus x hybrida;33,8;1 894,60;205,4;33,00;8,4;1,35;1,1;2,05;N/A;N/A;242,6;1,02;N/A;4,42
3042855;Platanus x hybrida;36,4;2 146,67;246,6;39,62;9,4;1,51;1,2;2,33;N/A;N/A;275,9;1,16;N/A;5,00
3042856;Platanus x hybrida;31,9;1 722,20;178,0;28,61;7,7;1,24;1,0;1,84;N/A;N/A;217,7;0,92;N/A;4,00
3042857;Platanus x hybrida;22,7;1 028,46;77,1;12,39;4,7;0,75;0,5;0,90;N/A;N/A;106,5;0,45;N/A;2,10
3042858;Platanus x hybrida;34,1;1 922,73;209,9;33,72;8,5;1,37;1,1;2,08;N/A;N/A;246,5;1,04;N/A;4,49
3042859;Platanus x hybrida;42,1;2 764,63;353,3;56,77;11,6;1,87;1,5;2,87;N/A;N/A;339,7;1,43;N/A;6,17
3042861;Platanus x hybrida;35,1;2 018,30;225,4;36,22;8,9;1,43;1,2;2,19;N/A;N/A;259,4;1,09;N/A;4,71
3042862;Platanus x hybrida;36,4;2 146,67;246,6;39,62;9,4;1,51;1,2;2,33;N/A;N/A;275,9;1,16;N/A;5,00
3042863;Platanus x hybrida;41,1;2 649,73;332,9;53,49;11,2;1,80;1,5;2,78;N/A;N/A;329,8;1,39;N/A;5,98
3042864;Platanus x hybrida;25,5;1 214,85;102,6;16,48;5,6;0,89;0,6;1,16;N/A;N/A;137,2;0,58;N/A;2,63
3042865;Platanus x hybrida;21,7;967,14;69,1;11,10;4,4;0,71;0,4;0,81;N/A;N/A;96,4;0,41;N/A;1,93
3042867;Platanus x hybrida;39,5;2 471,62;301,8;48,49;10,6;1,70;1,4;2,64;N/A;N/A;312,7;1,32;N/A;5,66
3042868;Platanus x hybrida;37,0;2 207,49;256,8;41,26;9,6;1,54;1,3;2,39;N/A;N/A;283,3;1,20;N/A;5,13
3042869;Prunus avium;67,2;4 825,31;2 200,0;353,47;1,0;0,16;1,3;2,55;N/A;N/A;302,0;1,27;N/A;3,98
3042870;Platanus x hybrida;36,4;2 146,67;246,6;39,62;9,4;1,51;1,2;2,33;N/A;N/A;275,9;1,16;N/A;5,00
3042871;Platanus x hybrida;29,3;1 502,44;144,4;23,20;6,8;1,10;0,8;1,55;N/A;N/A;183,9;0,78;N/A;3,42
3042872;Platanus x hybrida;48,5;3 565,43;501,3;80,55;14,3;2,29;1,7;3,24;N/A;N/A;384,3;1,62;N/A;7,16
3042873;Platanus x hybrida;60,2;5 321,86;855,0;137,37;19,6;3,14;2,0;3,73;N/A;N/A;442,0;1,86;N/A;8,74
3042874;Platanus x hybrida;43,4;2 918,14;380,9;61,20;12,1;1,95;1,6;2,97;N/A;N/A;351,5;1,48;N/A;6,40
3042877;Acer platanoides;41,1;2 584,34;574,4;92,29;22,9;3,68;1,0;1,95;N/A;N/A;230,9;0,97;N/A;6,60
3042878;Betula pendula;21,4;890,79;116,3;18,68;9,9;1,59;0,7;1,30;N/A;N/A;154,2;0,65;N/A;3,55
3042879;Betula pendula;31,9;1 571,41;311,7;50,07;17,7;2,85;1,1;2,09;N/A;N/A;247,3;1,04;N/A;5,98
3042880;Betula pendula;39,5;2 231,35;528,8;84,96;24,3;3,90;1,3;2,54;N/A;N/A;301,4;1,27;N/A;7,71
3042881;Betula pendula;15,0;607,47;48,4;7,78;6,0;0,96;0,4;0,81;N/A;N/A;95,5;0,40;N/A;2,16
3042882;Betula pendula;37,3;2 025,87;458,9;73,72;22,3;3,58;1,3;2,43;N/A;N/A;287,3;1,21;N/A;7,22
3042883;Betula pendula;32,2;1 594,80;319,0;51,25;18,0;2,89;1,1;2,11;N/A;N/A;249,7;1,05;N/A;6,05
3042884;Betula pendula;27,4;1 246,88;214,0;34,39;14,2;2,28;0,9;1,76;N/A;N/A;209,1;0,88;N/A;4,93
3042885;Acer pseudoplatanus;27,8;1 328,95;241,8;38,85;10,7;1,72;0,9;1,74;N/A;N/A;205,9;0,87;N/A;4,33
3042886;Acer pseudoplatanus;31,9;1 646,81;331,1;53,19;12,8;2,06;1,1;2,12;N/A;N/A;251,4;1,06;N/A;5,24
3042887;Acer platanoides;52,9;4 070,50;1 021,2;164,08;31,7;5,10;1,6;3,01;N/A;N/A;356,9;1,51;N/A;9,62
3042888;Acer pseudoplatanus;23,9;1 067,11;171,3;27,52;8,8;1,42;0,7;1,36;N/A;N/A;161,2;0,68;N/A;3,46
3042889;Acer platanoides;46,9;3 268,20;776,1;124,69;27,2;4,36;1,3;2,46;N/A;N/A;292,0;1,23;N/A;8,06
3042890;Acer pseudoplatanus;30,9;1 565,25;307,8;49,46;12,3;1,98;1,1;2,03;N/A;N/A;240,6;1,01;N/A;5,02
3042891;Acer pseudoplatanus;38,9;2 290,40;521,2;83,73;16,6;2,67;1,4;2,67;N/A;N/A;316,5;1,34;N/A;6,67
3042892;Acer pseudoplatanus;37,9;2 190,67;491,0;78,89;16,0;2,58;1,4;2,60;N/A;N/A;308,5;1,30;N/A;6,48
3042894;Acer pseudoplatanus;28,1;1 350,72;247,8;39,82;10,9;1,75;0,9;1,77;N/A;N/A;209,3;0,88;N/A;4,40
3042903;Aesculus hippocastanum;65,3;5 605,44;1 814,7;291,56;37,8;6,08;1,8;3,42;N/A;N/A;405,1;1,71;N/A;11,21
3042904;Tilia cordata;56,1;5 541,76;875,8;140,71;20,5;3,30;1,9;3,55;N/A;N/A;421,1;1,78;N/A;8,63
3042905;Tilia cordata;48,8;4 263,19;630,4;101,29;17,0;2,73;1,6;3,10;N/A;N/A;366,8;1,55;N/A;7,38
3042906;Aesculus hippocastanum;66,0;5 719,11;1 863,2;299,36;38,5;6,18;1,8;3,40;N/A;N/A;402,5;1,70;N/A;11,27
3042907;Tilia cordata;10,9;485,39;18,4;2,95;2,3;0,37;0,1;0,18;N/A;N/A;20,9;0,09;N/A;0,63
3042908;Tilia cordata;11,2;496,46;19,6;3,15;2,4;0,38;0,1;0,19;N/A;N/A;22,1;0,09;N/A;0,66
3042909;Tilia cordata;47,5;4 054,17;591,5;95,04;16,4;2,64;1,6;2,99;N/A;N/A;354,7;1,50;N/A;7,13
3042910;Tilia cordata;30,0;1 789,71;200,2;32,16;8,8;1,42;0,7;1,38;N/A;N/A;163,2;0,69;N/A;3,49
3042911;Tilia cordata;22,3;1 117,32;99,5;15,98;5,9;0,95;0,4;0,76;N/A;N/A;89,5;0,38;N/A;2,09
3042912;Tilia cordata;7,4;197,39;7,4;1,19;1,4;0,22;0,0;0,09;N/A;N/A;10,1;0,04;N/A;0,35
3042914;Tilia cordata;58,3;5 961,98;958,9;154,07;21,6;3,48;1,9;3,65;N/A;N/A;432,1;1,82;N/A;8,95
3042915;Tilia cordata;66,6;7 692,85;1 312,5;210,88;25,9;4,16;2,0;3,79;N/A;N/A;449,3;1,90;N/A;9,85
3042916;Tilia cordata;45,6;3 758,83;537,3;86,32;15,5;2,49;1,5;2,84;N/A;N/A;336,0;1,42;N/A;6,75
3042917;Tilia cordata;52,3;4 854,00;742,3;119,26;18,7;3,00;1,8;3,34;N/A;N/A;396,0;1,67;N/A;8,01
3042918;Tilia cordata;46,9;3 959,60;574,1;92,23;16,1;2,59;1,5;2,94;N/A;N/A;348,9;1,47;N/A;7,01
3042919;Tilia cordata;58,6;6 020,53;970,6;155,95;21,8;3,50;1,9;3,66;N/A;N/A;433,5;1,83;N/A;8,99
3042920;Tilia cordata;58,0;5 903,72;947,3;152,21;21,5;3,45;1,9;3,64;N/A;N/A;430,8;1,82;N/A;8,91
3042921;Tilia cordata;82,2;11 325,74;2 155,9;346,38;34,4;5,53;1,8;3,34;N/A;N/A;396,1;1,67;N/A;10,55
3042922;Tilia cordata;75,2;9 728,96;1 747,7;280,80;30,5;4,90;1,9;3,61;N/A;N/A;427,5;1,80;N/A;10,32
3042923;Tilia cordata;8,6;266,60;10,5;1,69;1,7;0,27;0,1;0,11;N/A;N/A;13,3;0,06;N/A;0,44
3042924;Tilia cordata;39,2;2 852,67;376,1;60,43;12,7;2,03;1,2;2,25;N/A;N/A;266,5;1,12;N/A;5,41
3042925;Tilia cordata;60,9;6 479,44;1 062,9;170,77;23,0;3,69;2,0;3,73;N/A;N/A;441,8;1,86;N/A;9,28
3042926;Tilia cordata;79,0;10 495,66;1 963,2;315,42;32,6;5,24;1,8;3,47;N/A;N/A;411,6;1,74;N/A;10,45
3042927;Tilia cordata;47,5;4 054,17;591,5;95,04;16,4;2,64;1,6;2,99;N/A;N/A;354,7;1,50;N/A;7,13
3042928;Platanus x hybrida;11,2;490,05;13,9;2,23;1,7;0,27;0,1;0,20;N/A;N/A;24,3;0,10;N/A;0,58
3042929;Platanus x hybrida;19,8;858,25;55,2;8,87;3,8;0,62;0,3;0,66;N/A;N/A;78,8;0,33;N/A;1,62
3042930;Platanus x hybrida;34,1;1 922,73;209,9;33,72;8,5;1,37;1,1;2,08;N/A;N/A;246,5;1,04;N/A;4,49
3042931;Fraxinus ornus;5,8;95,81;10,1;1,62;1,5;0,24;0,0;0,09;N/A;N/A;10,9;0,05;N/A;0,38
3042933;Fraxinus excelsior;32,2;1 691,02;285,5;45,87;14,2;2,29;1,3;2,40;N/A;N/A;284,4;1,20;N/A;5,89
3042934;Fraxinus excelsior;34,4;1 884,32;332,1;53,35;15,5;2,49;1,4;2,63;N/A;N/A;311,2;1,31;N/A;6,43
